title,rating
Mud (2012),4.0
Bill Hicks: Revelations (1993),5.0
Pawn (2013),2.0
Shaolin Temple (Shao Lin si) (1976),4.5
Syrup (2013),3.0
"Great Gatsby, The (2013)",3.0
Star Trek Into Darkness (2013),3.5
"Internship, The (2013)",3.5
Darkon (2006),3.0
Mimino (1977),4.0
Ivan Vasilievich: Back to the Future (Ivan Vasilievich menyaet professiyu) (1973),4.5
Only God Forgives (2013),4.0
"Hangover Part III, The (2013)",3.0
"Fast & Furious 6 (Fast and the Furious 6, The) (2013)",4.0
Epic (2013),3.0
Captain America (1979),0.5
Tie Xi Qu: West of the Tracks (Tiexi qu) (2003),4.0
"Rink, The (1916)",3.5
Captain America II: Death Too Soon (1979),0.5
Down Terrace (2009),4.0
Frances Ha (2012),2.5
"Lords of Salem, The (2012)",2.5
Behind the Candelabra (2013),3.0
As I Was Moving Ahead Occasionally I Saw Brief Glimpses of Beauty (2000),3.5
With Great Power: The Stan Lee Story (2012),3.0
After Earth (2013),1.0
Now You See Me (2013),3.0
Inhuman Resources (Redd Inc.) (2012),4.5
"Way, Way Back, The (2013)",3.5
Much Ado About Nothing (2012),3.0
Man of Steel (2013),2.5
"Kings of Summer, The (2013)",3.5
"Purge, The (2013)",3.0
Rapture-Palooza (2013),3.0
20 Feet from Stardom (Twenty Feet from Stardom) (2013),4.0
"Bling Ring, The (2013)",2.0
Monsters University (2013),4.0
Schlussmacher (2013),1.0
Fullmetal Alchemist: The Sacred Star of Milos (2011),2.0
Maniac (2012),3.5
Not Suitable for Children (2012),2.5
Pacific Rim (2013),4.0
LEGO Batman: The Movie - DC Heroes Unite (2013),3.0
"Best Offer, The (Migliore offerta, La) (2013)",4.0
Adam and Eve (National Lampoon's Adam & Eve) (2005),2.5
World War Z (2013),2.5
Elysium (2013),3.5
Despicable Me 2 (2013),3.0
White House Down (2013),2.0
"World's End, The (2013)",3.5
Redemption (Hummingbird) (2013),2.0
"Heat, The (2013)",3.5
"Lone Ranger, The (2013)",3.0
Passion (2012),1.0
V/H/S/2 (2013),4.5
"Knot, The (2012)",1.5
The Spectacular Now (2013),3.0
"Lifeguard, The (2013)",3.5
Sharknado (2013),1.5
Craig Ferguson: I'm Here To Help (2013),5.0
Stuck in Love (2012),4.0
Class Act (1992),1.5
Fruitvale Station (2013),4.0
R.I.P.D. (2013),1.5
"Field in England, A (2013)",4.5
"Conjuring, The (2013)",4.0
Turbo (2013),2.5
"Wolverine, The (2013)",3.0
Drinking Buddies (2013),3.0
Red 2 (2013),3.0
Coffee Town (2013),2.5
Revenge for Jolly! (2012),2.0
2 Guns (2013),4.0
Blue Jasmine (2013),3.5
"Great Beauty, The (Grande Bellezza, La) (2013)",4.0
3 dev adam (Three Giant Men) (1973) ,0.5
Louis C.K.: Oh My God (2013),4.5
Percy Jackson: Sea of Monsters (2013),1.5
"Smurfs 2, The (2013)",1.5
Alan Partridge: Alpha Papa (2013),4.0
Man of Tai Chi (2013),3.0
Batman: Mystery of the Batwoman (2003),3.0
We're the Millers (2013),4.5
Grown Ups 2 (2013),4.0
Kick-Ass 2 (2013),3.5
Riddick (2013),4.0
Planes (2013),3.0
Blackfish (2013),3.0
"Wind Rises, The (Kaze tachinu) (2013)",4.5
Jobs (2013),3.0
Lee Daniels' The Butler (2013),1.5
In a World... (2013),4.0
About Time (2013),4.0
Justice League: Crisis on Two Earths (2010),3.0
You're Next (2011),3.5
Maria Bamford: The Special Special Special! (2012),0.5
Getaway (2013),1.0
"Mystery of the Third Planet, The (Tayna tretey planety) (1981)",5.0
Rage of Honor (1987),2.0
Gravity (2013),3.0
What If (2013),3.0
"History of Future Folk, The (2012)",4.0
Prisoners (2013),4.0
Austenland (2013),3.0
Insidious: Chapter 2 (2013),3.0
Rush (2013),4.0
"Family, The (2013)",3.5
Short Term 12 (2013),4.0
Collision Course (1989),1.5
"To Do List, The (2013)",2.0
Inescapable (2012),1.0
Nebraska (2013),4.0
Enough Said (2013),3.0
Don Jon (2013),2.5
Mood Indigo (L'écume des jours) (2013),3.5
"Century of the Self, The (2002)",4.0
Crystal Fairy & the Magical Cactus and 2012 (2013),3.5
Bad Milo (Bad Milo!) (2013),1.0
Runner Runner (2013),2.5
Blue Is the Warmest Color (La vie d'Adèle) (2013),3.0
Cloudy with a Chance of Meatballs 2 (2013),2.0
Captain Phillips (2013),3.5
"All Dogs Christmas Carol, An (1998)",4.5
Machete Kills (Machete 2) (2013),4.0
Filth (2013),4.5
Escape Plan (2013),4.0
"Thief of Paris, The (Le voleur) (1967)",3.0
Carrie (2013),2.5
UnHung Hero (2013),4.5
"Counselor, The (2013)",1.5
Escape From Tomorrow (2013),3.0
"Double, The (2013)",4.0
12 Years a Slave (2013),4.0
All Is Lost (2013),4.0
Ender's Game (2013),3.5
Jackass Presents: Bad Grandpa (2013),3.0
Thor: The Dark World (2013),3.0
Dallas Buyers Club (2013),4.0
"Selfish Giant, The (2013)",3.5
Last Vegas (2013),2.0
Philomena (2013),3.0
"Book Thief, The (2013)",3.0
The Hunger Games: Catching Fire (2013),4.0
"Hobbit: The Desolation of Smaug, The (2013)",4.0
47 Ronin (2013),1.5
Delivery Man (2013),2.5
Charlie Countryman (2013),1.5
Red Flag (2012),4.5
"Day of the Doctor, The (2013)",4.0
Guilty of Romance (Koi no tsumi) (2011) ,3.0
Frozen (2013),4.0
Inside Llewyn Davis (2013),4.0
"Wolf of Wall Street, The (2013)",4.0
Homefront (2013),3.0
Mandela: Long Walk to Freedom (2013),4.0
Evangelion: 3.0 You Can (Not) Redo (2012),2.0
All is Bright (2013),1.5
Tim's Vermeer (2013),4.0
American Hustle (2013),4.0
"Secret Life of Walter Mitty, The (2013)",4.0
Her (2013),4.5
RoboGeisha (Robo-geisha) (2009),3.0
"Christmas Carol, A (1977)",0.5
Lone Survivor (2013),3.0
Saving Mr. Banks (2013),4.0
Zatoichi and the Chest of Gold (Zatôichi senryô-kubi) (Zatôichi 6) (1964),4.0
Oldboy (2013),3.0
Dampfnudelblues (2013),2.5
Anchorman 2: The Legend Continues (2013),4.0
Snowpiercer (2013),4.5
Only Old Men Are Going to Battle (V boy idut odni stariki) (1973),4.5
Guest from the Future (Gostya iz buduschego) (1985),4.0
"Kidnapping, Caucasian Style (Kavkazskaya plennitsa) (1967)",4.5
Haunter (2013),3.0
Wrong Cops (2013),4.0
"Muppet Christmas: Letters to Santa, A (2008)",1.5
Ninja: Shadow of a Tear (2013),4.5
"Fuck You, Goethe (Fack Ju Göhte) (2013)",3.0
High School (2010),4.5
Grudge Match (2013),3.0
Highlander: The Search for Vengeance (2007),3.0
Only Lovers Left Alive (2013),5.0
Cats (1998),4.0
MacGyver: Trail to Doomsday (1994),3.5
Bad Karma (2012),2.0
Hunting Elephants (2013),5.0
Dragon Ball Z: Battle of Gods (2013),4.0
Freezer (2014),2.0
We Are What We Are (2013),2.5
Dragon ball Z 04: Lord Slug (1991),4.0
Chinese Puzzle (Casse-tête chinois) (2013),5.0
Dragon Ball: The Path to Power (Doragon bôru: Saikyô e no michi) (1996),3.5
Ride Along (2014),3.5
Jack Ryan: Shadow Recruit (2014),2.0
Divergent (2014),1.5
Hotel Chevalier (Part 1 of 'The Darjeeling Limited') (2007),3.5
Ernest & Célestine (Ernest et Célestine) (2012),4.5
Drift (2013),2.0
"I, Frankenstein (2014)",2.0
Better Living Through Chemistry (2014),1.5
Nymphomaniac: Volume I (2013),4.0
Enemy (2013),3.5
Wonder Woman (2009),5.0
"Monuments Men, The (2014)",2.0
The Lego Movie (2014),4.0
RoboCop (2014),2.0
"Art of the Steal, The (2013)",3.0
Nymphomaniac: Volume II (2013),4.5
Knights of Badassdom (2013),2.0
Venus in Fur (La Vénus à la fourrure) (2013),4.5
Date and Switch (2014),2.0
"Zero Theorem, The (2013)",3.5
Winter's Tale (2014),1.5
On the Other Side of the Tracks (De l'autre côté du périph) (2012),5.0
GLOW: The Story of the Gorgeous Ladies of Wrestling (2012),3.0
Cold Comes the Night (2013),2.0
Chouchou (2003),4.0
Someone Marry Barry (2014),2.5
About Last Night (2014),2.5
"Grand Budapest Hotel, The (2014)",4.0
"Oversimplification of Her Beauty, An (2012)",3.5
Bring It On: Fight to the Finish (2009),2.0
That Awkward Moment (2014),3.0
Interstellar (2014),4.0
3 Days to Kill (2014),1.0
Welcome to the Jungle (2013),2.0
Non-Stop (2014),3.5
Wrinkles (Arrugas) (2011),4.0
"Garden of Words, The (Koto no ha no niwa) (2013)",5.0
300: Rise of an Empire (2014),2.0
Particle Fever (2013),5.0
"Bag Man, The (2014)",3.5
Mr. Peabody & Sherman (2014),2.5
Under the Skin (2013),3.0
Need for Speed (2014),4.0
Barefoot (2014),3.0
Veronica Mars (2014),2.0
Bad Words (2013),2.0
Son of God (2014),0.5
Puss in Boots: The Three Diablos (2012),3.0
Why Don't You Play In Hell? (Jigoku de naze warui) (2013),4.5
Ocho apellidos vascos (2014),4.5
Captain America: The Winter Soldier (2014),4.0
Noah (2014),1.5
"Nut Job, The (2014)",4.0
King of Comedy (Hei kek ji wong) (1999),4.0
13 Sins (2014),3.5
Muppets Most Wanted (2014),4.0
Me and you (io e te) (2012),4.5
Free to Play (2014),4.5
"Unknown Known, The (2013)",4.0
The Raid 2: Berandal (2014),4.5
"Brain Smasher... A Love Story (Bouncer and the Lady, The) (1993)",2.5
The Amazing Spider-Man 2 (2014),2.0
Calvary (2014),4.0
Oculus (2013),4.5
God's Not Dead (2014),0.5
Cold in July (2014),2.5
Rio 2 (2014),2.0
"Honest Liar, An (2014)",4.0
Fading Gigolo (2013),4.0
Transcendence (2014),1.0
Hatchet III (2013),4.0
"Other Woman, The (2014)",2.0
"Haunted House 2, A (2014)",0.5
Mulan II (2004),2.5
Brick Mansions (2014),1.5
Locke (2013),3.5
Neighbors (2014),4.0
Alpha and Omega 3: The Great Wolf Games (2014),4.5
Mom's Night Out (2014),1.5
Lucy (2014),2.5
X-Men: Days of Future Past (2014),4.0
Godzilla (2014),3.5
Walk of Shame (2014),2.5
Blue Ruin (2013),4.0
Chef (2014),2.5
Afflicted (2013),3.5
Blended (2014),4.0
Begin Again (2013),4.0
Maleficent (2014),2.5
Zombeavers (2014),3.0
At Middleton (2013),1.5
"Dance of Reality, The (Danza de la realidad, La) (2013)",3.5
A Million Ways to Die in the West (2014),2.5
Edge of Tomorrow (2014),4.0
Mission: Impossible - Rogue Nation (2015),4.0
Midnight Chronicles (2009),0.5
Million Dollar Arm (2014),3.0
G.B.F. (2013),3.0
Jimi: All Is by My Side (2013),3.5
Bad Asses (Bad Ass 2) (2014),3.5
Lilting (2014),4.5
The Fault in Our Stars (2014),4.0
Tangled Ever After (2012),4.0
Maps to the Stars (2014),3.5
22 Jump Street (2014),4.0
"Equalizer, The (2014)",4.0
How to Train Your Dragon 2 (2014),4.0
Birdman: Or (The Unexpected Virtue of Ignorance) (2014),4.0
Boyhood (2014),3.5
Think Like a Man Too (2014),1.5
Jersey Boys (2014),2.5
Nick Fury: Agent of S.H.I.E.L.D. (1998),1.0
"Internet's Own Boy: The Story of Aaron Swartz, The (2014)",4.5
Transformers: Age of Extinction (2014),2.0
Frank (2014),4.0
They Came Together (2014),2.0
Honey (Miele) (2013),3.5
Planes: Fire & Rescue (2014),2.0
Tammy (2014),2.0
Colourful (Karafuru) (2010),5.0
"Babadook, The (2014)",4.0
Whiplash (2014),3.5
Gone Girl (2014),4.0
"Angriest Man in Brooklyn, The (2014)",4.0
Dawn of the Planet of the Apes (2014),3.5
Deliver Us from Evil (2014),3.0
And So It Goes (2014),2.0
Sex Tape (2014),2.5
I Origins (2014),3.0
"Purge: Anarchy, The (2014)",3.5
Guardians of the Galaxy (2014),4.0
"Signal, The (2014)",4.5
The Expendables 3 (2014),3.5
Hercules (2014),2.0
A Most Wanted Man (2014),4.5
Life After Beth (2014),3.5
Felony (2013),3.0
Get on Up (2014),3.5
Magic in the Moonlight (2014),3.0
Housebound (2014),4.0
The Hundred-Foot Journey (2014),4.5
Batman: Assault on Arkham (2014),3.0
White Frog (2012),4.0
"Den, The (2013)",3.5
Jupiter Ascending (2015),2.0
Teenage Mutant Ninja Turtles (2014),2.5
I'll Follow You Down (2013),1.5
"Old Lady and the Pigeons, The (La vieille dame et les pigeons) (1997)",3.0
"Giver, The (2014)",1.5
"Pretty One, The (2013)",4.0
Revenge of the Green Dragons (2014),1.5
Let's Be Cops (2014),3.0
"Inbetweeners 2, The (2014)",4.0
"Sacrament, The (2013)",4.0
Sin City: A Dame to Kill For (2014),3.5
If I Stay (2014),2.0
"Two Days, One Night (Deux jours, une nuit) (2014)",3.5
Coherence (2013),4.0
"As Above, So Below (2014)",3.0
"One I Love, The (2014)",5.0
Headshot (2011),2.5
"Guest, The (2014)",4.0
Pride (2014),4.0
Honeymoon (2014),3.5
The Drop (2014),3.0
"20,000 Days on Earth (2014)",4.0
The Skeleton Twins (2014),3.5
Beautiful Losers (2008),2.5
"Maze Runner, The (2014)",3.0
Camp X-Ray (2014),3.5
"Walk Among the Tombstones, A (2014)",3.0
Laggies (2014),5.0
La cravate (1957),3.0
Cesar Chavez (2014),1.5
Who Am I (Kein System Ist Sicher) (2014),1.5
"Tale of Princess Kaguya, The (Kaguyahime no monogatari) (2013)",1.0
This Is Where I Leave You (2014),3.0
Angel's Egg (Tenshi no tamago) (1985),3.5
American Sniper (2014),4.0
Tusk (2014),3.5
Hector and the Search for Happiness (2014),4.0
Horns (2014),3.0
Annabelle (2014),3.0
Two Night Stand (2014),3.5
Dracula Untold (2014),3.0
Stretch (2014),2.0
Autómata (Automata) (2014),3.0
"Captive, The (2014)",2.0
Predestination (2014),4.0
Justin and the Knights of Valour (2013),2.0
Ward 13 (2003),3.5
What We Do in the Shadows (2014),4.5
John Wick (2014),4.5
Plastic (2014),2.0
"Judge, The (2014)",2.5
"Culture High, The (2014)",3.0
Fury (2014),4.0
"Salvation, The (2014)",3.0
St. Vincent (2014),3.0
"Rewrite, The (2014)",3.5
Nightcrawler (2014),4.0
Big Hero 6 (2014),4.0
The Book of Life (2014),4.0
"Love, Rosie (2014)",3.5
Time Lapse (2014),4.0
Ex Machina (2015),4.0
Crippled Avengers (Can que) (Return of the 5 Deadly Venoms) (1981),5.0
Mr Hublot (2013),3.0
Copenhagen (2014),4.5
"Simpsons: The Longest Daycare, The (2012)",3.5
Generation War (2013),4.0
Christmas in Connecticut (1992),1.5
Leviathan (2014),2.0
Reign of Assassins (2010),2.5
Zulu (2013),1.5
Tangerines (2013),4.5
Life Partners (2014),3.0
Drive Hard (2014),1.5
New Kids Nitro (2011),3.0
Stalingrad (2013),3.0
Dead Snow 2: Red vs. Dead (2014) ,4.0
Volga - Volga (1938),3.5
You Are the Apple of My Eye (2011),4.0
DeadHeads (2011),3.5
The Imitation Game (2014),4.0
Inherent Vice (2014),3.5
Rudderless (2014),4.5
The Hunger Games: Mockingjay - Part 1 (2014),4.0
Sex Ed (2014),2.5
Exodus: Gods and Kings (2014),3.0
Wild Tales (2014),4.5
Jetsons: The Movie (1990),2.0
Ski School (1991),1.5
Dumb and Dumber To (2014),2.5
The Longest Week (2014),1.5
Miss Meadows (2014),2.5
Too Many Cooks (2014),3.0
Painted Skin (2008),3.5
The Theory of Everything (2014),4.0
Doctor Who: The Time of the Doctor (2013),4.0
Virunga (2014),4.0
The Madagascar Penguins in a Christmas Caper (2005),3.5
Song of the Sea (2014),3.0
In the Heart of the Sea (2015),3.0
Hello Ladies: The Movie (2014),3.0
Jurassic World (2015),3.0
Watermark (2014),5.0
Citizenfour (2014),3.5
Asterix: The Land of the Gods (Astérix: Le domaine des dieux) (2014),4.0
Hit by Lightning (2014),2.5
Horrible Bosses 2 (2014),3.0
Double Trouble (1992),1.0
Dragonheart 2: A New Beginning (2000),4.5
La Belle Verte (1996),4.5
Penguins of Madagascar (2014),4.5
'71 (2014),4.0
The Rabbi's Cat (Le chat du rabbin) (2011),3.0
Still Alice (2014),4.0
Paddington (2014),4.0
Maze Runner: Scorch Trials (2015),1.5
Ice Age: A Mammoth Christmas (2011),3.5
The Voices (2014),3.5
Courier (1987),3.5
The Green Prince (2014),2.5
Dying of the Light (2014),1.5
Hellbenders (2012),5.0
Omega Doom (1996),2.0
By the Gun (2014),2.0
Kill the Messenger (2014),3.0
Bring It On: In It To Win It (2007),1.5
Fans (1999),4.5
The Mule (2014),3.5
The Hobbit: The Battle of the Five Armies (2014),3.5
Selma (2014),2.5
Unbroken (2014),2.5
Black Sea (2015),4.0
Good Copy Bad Copy (2007),3.5
Playing It Cool (2014),2.0
National Lampoon's Bag Boy (2007),5.0
Closer to the Moon (2013),4.0
"Girl Walks Home Alone at Night, A (2014)",3.5
Dave Chappelle: For What it's Worth (2004),4.0
Scooby-Doo! Abracadabra-Doo (2010),5.0
Mommy (2014),4.0
Wild (2014),3.0
Top Five (2014),3.0
Bill Burr: I'm Sorry You Feel That Way (2014),4.5
Big Eyes (2014),4.0
Into the Woods (2014),2.5
"Men, Women & Children (2014)",2.0
The Interview (2014),4.0
Kingsman: The Secret Service (2015),4.0
Bill Burr: You People Are All the Same (2012),4.5
Night at the Museum: Secret of the Tomb (2014),3.0
Paradox (2010),3.5
The Punisher: Dirty Laundry (2012),2.5
Seventh Son (2014),2.5
Corner Gas: The Movie (2014),3.5
A Man Called Blade (1977),3.0
A Merry Friggin' Christmas (2014),2.0
Into the Forest of Fireflies' Light (2011),5.0
PK (2014),5.0
Chappie (2015),3.0
The Salt of the Earth (2014),4.0
The Fool (2014),4.5
Taken 3 (2015),2.5
Blackhat (2015),2.5
By the Law (1926),3.5
Son of a Gun (2014),2.5
Terminator Genisys (2015),2.5
John Mulaney: New In Town (2012),4.0
Patton Oswalt: My Weakness Is Strong (2009),4.5
The Hound of the Baskervilles (1988),3.0
Man on High Heels (2014),3.0
Space Buddies (2009),4.0
Houdini (2014),2.0
To Grandmother's House We Go (1992),2.5
101 Dalmatians II: Patch's London Adventure (2003),2.5
The Hungover Games (2014),2.5
The Duke of Burgundy (2014),3.5
Red Army (2014),4.0
It Follows (2014),4.5
The Town that Dreaded Sundown (2014),3.0
Carry on Cabby (1963),4.5
Carry on Cruising (1962),3.5
Bill Burr: Let It Go (2010),4.5
Bill Burr: Why Do I Do This? (2008),4.5
Killer Movie (2008),4.5
Sebastian Maniscalco: What's Wrong with People? (2012),3.5
Stuart Little 3: Call of the Wild (2005),5.0
Guy X (2005),5.0
Tooth Fairy 2 (2012),0.5
The Diary of Anne Frank (2009),2.5
The Deadly Bees (1967),1.0
Wicked Blood (2014),1.5
Oblivion 2: Backlash (1996),0.5
Mad Max: Fury Road (2015),4.5
Insidious: Chapter 3 (2015),2.5
Star Wars: Episode VII - The Force Awakens (2015),4.0
Ben-hur (2016),0.5
Warcraft (2016),4.0
Avengers: Age of Ultron (2015),3.0
Pirates of the Caribbean: Dead Men Tell No Tales (2017),4.5
Justice League (2017),3.0
Ant-Man (2015),3.5
Fantastic Four (2015),2.5
Deadpool (2016),3.5
Black Panther (2017),4.5
Avengers: Infinity War - Part I (2018),4.0
Thor: Ragnarok (2017),4.0
Guardians of the Galaxy 2 (2017),4.0
Captain America: Civil War (2016),4.0
Doctor Strange (2016),3.5
X-Men: Apocalypse (2016),3.0
Untitled Spider-Man Reboot (2017),4.0
Elsa & Fred (2014),2.0
Jim Jefferies: I Swear to God (2009),4.5
Tornado! (1996),2.0
The Blue Lagoon (1949),3.0
In the Name of the King III (2014),1.0
Cake (2014),2.5
Kevin Smith: Too Fat For 40 (2010),4.5
"Snowflake, the White Gorilla (2011)",5.0
Kenny & Company (1976),3.0
Delirium (2014),5.0
Why Man Creates (1968),4.0
The Gambler (2014),2.0
The Beast of Hollow Mountain (1956),0.5
Mortdecai (2015),3.0
Fifty Shades of Grey (2015),1.0
Halloweentown (1998),3.5
Halloweentown High (2004),4.0
A Flintstones Christmas Carol (1994),5.0
Hedgehog in the Fog (1975),4.5
The Cave of the Golden Rose (1991),4.0
American Heist (2015),1.5
Solyaris (1968),4.0
The Pacific (2010),4.5
Strange Magic (2015),3.0
The DUFF (2015),3.0
"Daddy, I'm A Zombie (2012)",4.0
The Fox and the Hound 2 (2006),5.0
Operation 'Y' & Other Shurik's Adventures (1965),4.0
Project Almanac (2015),4.0
Louis C.K.: Live at The Comedy Store (2015),4.5
Brooklyn (2015),4.0
The End of the Tour (2015),4.0
Experimenter (2015),4.5
Mistress America (2015),4.0
Zipper (2015),2.0
A Walk in the Woods (2015),3.5
True Story (2015),3.0
Kurt Cobain: Montage of Heck (2015),3.0
Going Clear: Scientology and the Prison of Belief (2015),4.0
"What Happened, Miss Simone? (2015)",3.5
A Story of Children and Film (2013),3.5
"Story of Film: An Odyssey, The (2011)",4.0
Eden (2014),4.0
The D Train (2015),2.0
Dope (2015),4.0
Me and Earl and the Dying Girl (2015),4.0
The Overnight (2015),3.5
The Stanford Prison Experiment (2015),4.5
A Pigeon Sat on a Branch Reflecting on Existence (2014),4.0
The Loft (2014),1.5
Vice (2015),1.0
Family Guy Presents: Blue Harvest (2007),4.0
Trinity and Sartana Are Coming (1972),5.0
Kevin Hart: I'm a Grown Little Man (2009),4.5
Jim Norton: American Degenerate (2013),4.0
Jim Jefferies: BARE (2014),4.5
Hard Promises (1991),2.0
The Hateful Eight (2015),4.0
Patton Oswalt: Tragedy Plus Comedy Equals Time (2014),4.0
Wild Card (2015),3.0
Paper Towns (2015),2.0
The Wedding Ringer (2015),4.5
Wyrmwood (2015),3.5
The Boy Next Door (2015),1.0
Boy Meets Girl (2015),4.0
Victoria (2015),4.5
The Dark Valley (2014),2.5
I'm Here (2010),3.5
The Last Five Years (2014),3.5
Crimson Peak (2015),3.5
Dragonheart 3: The Sorcerer's Curse (2015),4.0
Chris Rock: Bigger & Blacker (1999),3.5
The Natural Love (1996),4.5
The Forgotten Space (2010),4.0
Cloudburst (2011),4.0
Tom Segura: Completely Normal (2014),5.0
